"initial_list_status","purpose","int_rate","installment","annual_inc","dti","verification_status","grade","revol_bal","inq_last_12m","delinq_2yrs","home_ownership","not_paid","log_inc","verified","grdCtoA"
"w","credit_card",9.44,320.05,175000,15.13,"Not Verified","B",21326,7,0,"MORTGAGE",0,12.0725412529057,0,1
"w","credit_card",14.08,513.25,40000,9.6,"Source Verified","C",11700,0,0,"RENT",1,10.5966347330961,1,0
"w","small_business",17.09,298.82,60000,0.5,"Source Verified","D",2160,0,1,"OWN",1,11.0020998412042,1,0
"w","home_improvement",12.62,270.71,40000,51.64,"Verified","C",6104,1,2,"MORTGAGE",1,10.5966347330961,1,0
"f","debt_consolidation",16.02,879.18,149612,7.53,"Source Verified","C",7690,1,4,"MORTGAGE",1,11.9158005552093,1,0
"w","debt_consolidation",10.91,1144.37,135000,15.53,"Verified","B",19090,1,0,"RENT",0,11.8130300574206,1,1
"w","credit_card",17.09,107.1,30000,29.8,"Verified","D",8815,0,0,"MORTGAGE",1,10.3089526606443,1,0
"w","home_improvement",19.03,132.02,56000,12.1,"Verified","D",2291,6,0,"MORTGAGE",0,10.9331069697173,1,0
"w","credit_card",16.02,608.22,52000,19.46,"Source Verified","C",16929,1,0,"RENT",0,10.8589989975636,1,0
"w","debt_consolidation",16.02,175.84,30000,17.76,"Not Verified","C",4820,2,1,"RENT",1,10.3089526606443,0,0
"f","debt_consolidation",14.08,1197.58,202000,17.85,"Source Verified","C",61268,3,0,"MORTGAGE",1,12.2160229763833,1,0
"w","debt_consolidation",16.02,175.84,50400,11.38,"Verified","C",5086,2,0,"MORTGAGE",0,10.8277464540595,1,0
"w","debt_consolidation",9.93,483.52,32000,24.49,"Not Verified","B",7084,2,1,"MORTGAGE",1,10.3734911817819,0,1
"f","debt_consolidation",16.02,168.81,34500,10.47,"Not Verified","C",7786,2,0,"RENT",0,10.4487146030195,0,0
"w","debt_consolidation",10.42,568.14,78000,19.83,"Not Verified","B",20549,0,0,"RENT",1,11.2644641056717,0,1
"f","debt_consolidation",7.07,309.1,50000,19.73,"Verified","A",9089,3,0,"MORTGAGE",1,10.8197782844103,1,1
"w","debt_consolidation",18.06,347.36,48000,36.81,"Verified","D",5212,6,0,"OWN",1,10.77895628989,1,0
"w","debt_consolidation",13.59,216.62,41000,11.48,"Verified","C",10340,1,2,"MORTGAGE",0,10.6213273456864,1,0
"w","debt_consolidation",7.35,93.12,69800,16.9,"Not Verified","A",3913,2,0,"RENT",0,11.1533892887505,0,1
"f","major_purchase",9.44,64.01,68000,17.49,"Not Verified","B",14579,1,0,"OWN",1,11.1272629841582,0,1
"w","credit_card",15.05,693.8,220000,5.58,"Source Verified","C",31684,4,0,"OWN",1,12.3013828253345,1,0
"w","debt_consolidation",12.62,251.34,76790,17.5,"Not Verified","C",9636,3,0,"MORTGAGE",1,11.2488297023246,0,0
"f","debt_consolidation",9.44,1280.2,104000,0.61,"Not Verified","B",183,0,0,"RENT",0,11.5521461781235,0,1
"w","debt_consolidation",12.62,117.29,82000,24.19,"Verified","C",11229,18,0,"MORTGAGE",0,11.3144745262464,1,0
"f","credit_card",7.35,68.29,41500,9.31,"Not Verified","A",3473,1,0,"RENT",0,10.6334487062188,0,1
"w","debt_consolidation",24.85,526.75,60300,35.94,"Source Verified","E",56089,0,1,"MORTGAGE",0,11.0070873827153,1,0
"w","debt_consolidation",24.85,877.91,120000,12.46,"Verified","E",23193,9,0,"MORTGAGE",0,11.6952470217642,1,0
"w","major_purchase",14.08,512.82,85000,6.41,"Source Verified","C",8119,0,0,"MORTGAGE",1,11.3504065354725,1,0
"w","debt_consolidation",17.09,356.98,50000,9.84,"Not Verified","D",2046,0,0,"RENT",1,10.8197782844103,0,0
"w","debt_consolidation",7.97,313.23,66000,13.16,"Not Verified","A",9576,2,1,"MORTGAGE",1,11.0974100210086,0,1
"f","credit_card",9.44,384.06,60000,21.14,"Source Verified","B",11851,1,0,"RENT",1,11.0020998412042,1,1
"w","debt_consolidation",19.03,311.49,81400,8.06,"Source Verified","D",6800,4,0,"MORTGAGE",0,11.3071305519906,1,0
"w","debt_consolidation",10.91,179.83,27000,36.98,"Not Verified","B",5732,0,0,"RENT",1,10.2035921449865,0,1
"w","debt_consolidation",15.05,173.45,58280,11.61,"Not Verified","C",9331,5,0,"RENT",0,10.9730142603091,0,0
"w","debt_consolidation",17.09,697.23,125000,16.03,"Verified","D",15375,1,0,"MORTGAGE",1,11.7360690162844,1,0
"f","debt_consolidation",22.91,773.26,80000,26.43,"Not Verified","E",14036,1,1,"RENT",1,11.289781913656,0,0
"w","debt_consolidation",10.42,324.65,21600,9.17,"Source Verified","B",6122,0,0,"RENT",1,9.98044859367226,1,1
"w","debt_consolidation",15.05,693.8,85000,13.3,"Verified","C",5462,3,0,"MORTGAGE",1,11.3504065354725,1,0
"w","debt_consolidation",7.97,87.71,93000,18.79,"Not Verified","A",669,8,0,"MORTGAGE",0,11.4403547721354,0,1
"w","debt_consolidation",13.59,924.23,64000,18.64,"Source Verified","C",6660,2,0,"RENT",1,11.0666383623418,1,0
"w","debt_consolidation",15.05,381.06,100000,16.27,"Source Verified","C",18173,6,0,"MORTGAGE",1,11.5129254649702,1,0
"w","home_improvement",12.62,83.78,70000,21.61,"Not Verified","C",5310,4,0,"MORTGAGE",0,11.1562505210315,0,0
"f","credit_card",17.09,1053.08,67885,12.3,"Not Verified","D",28957,1,1,"RENT",1,11.1255703760344,0,0
"w","debt_consolidation",7.97,283.67,50000,15.67,"Source Verified","A",46904,0,0,"MORTGAGE",0,10.8197782844103,1,1
"w","debt_consolidation",7.07,154.55,90000,6.64,"Source Verified","A",3956,0,1,"OWN",0,11.4075649493124,1,1
"w","debt_consolidation",14.08,239.52,68000,10.27,"Source Verified","C",3691,6,2,"MORTGAGE",0,11.1272629841582,1,0
"w","credit_card",7.97,125.3,30000,22.92,"Not Verified","A",3499,1,0,"RENT",1,10.3089526606443,0,1
"w","debt_consolidation",12.62,338.39,38000,33.29,"Not Verified","C",9851,1,0,"OWN",0,10.5453414387085,0,0
"w","debt_consolidation",24.85,386.28,114000,18.6,"Source Verified","E",55881,2,0,"MORTGAGE",0,11.6439537273766,1,0
"f","home_improvement",12.62,100.54,65000,21.12,"Not Verified","C",10946,2,0,"MORTGAGE",0,11.0821425488778,0,0
"w","debt_consolidation",17.09,498.02,50000,15.43,"Source Verified","D",16399,0,0,"RENT",1,10.8197782844103,1,0
"w","credit_card",7.97,94.76,72000,31.05,"Verified","A",15703,0,0,"MORTGAGE",0,11.1844213979982,1,1
"w","credit_card",7.97,150.35,31500,6.11,"Not Verified","A",6563,1,0,"RENT",0,10.3577428248137,0,1
"w","debt_consolidation",21.45,1046.22,60000,25.36,"Verified","D",13188,1,0,"MORTGAGE",0,11.0020998412042,1,0
"f","debt_consolidation",13.59,407.75,59075,11.31,"Not Verified","C",4549,11,2,"RENT",0,10.9865631020551,0,0
"w","debt_consolidation",9.44,192.03,88000,7.13,"Verified","B",1123,0,1,"RENT",1,11.3850920934603,1,1
"f","debt_consolidation",7.97,131.56,14400,5.17,"Verified","A",1417,0,0,"OWN",1,9.57498348556409,1,1
"w","debt_consolidation",12.62,234.58,32000,32.97,"Source Verified","C",16810,0,0,"RENT",1,10.3734911817819,1,0
"w","home_improvement",22.91,579.95,170000,11.03,"Not Verified","E",4251,8,1,"MORTGAGE",0,12.0435537160324,0,0
"f","debt_consolidation",9.93,386.82,67000,22.84,"Verified","B",52350,1,1,"MORTGAGE",0,11.1124478983731,1,1
"w","debt_consolidation",26.3,451.78,30000,32.68,"Not Verified","E",824,2,0,"MORTGAGE",1,10.3089526606443,0,0
"w","debt_consolidation",12.62,485.92,85000,11.21,"Not Verified","C",5452,2,0,"MORTGAGE",0,11.3504065354725,0,0
"w","credit_card",7.97,751.75,59000,28.01,"Source Verified","A",22499,3,0,"RENT",1,10.9852927228879,1,1
"w","debt_consolidation",7.35,620.75,90000,21.27,"Not Verified","A",15762,0,0,"MORTGAGE",1,11.4075649493124,0,1
"w","debt_consolidation",14.08,109.5,56000,13.67,"Source Verified","C",21424,2,1,"MORTGAGE",0,10.9331069697173,1,0
"f","debt_consolidation",23.88,188.02,94000,22.18,"Not Verified","E",13052,2,0,"RENT",1,11.4510500612521,0,0
"w","debt_consolidation",9.93,243.95,75000,20.27,"Source Verified","B",6764,1,0,"MORTGAGE",1,11.2252433925184,1,1
"w","small_business",18.06,406.82,88000,16.03,"Source Verified","D",12009,4,0,"RENT",1,11.3850920934603,1,0
"w","debt_consolidation",12.62,167.56,60000,17.18,"Source Verified","C",10718,1,1,"RENT",0,11.0020998412042,1,0
"w","debt_consolidation",9.93,657.6,250000,8.17,"Source Verified","B",21509,1,0,"MORTGAGE",1,12.4292161968444,1,1
"w","home_improvement",11.99,265.68,70000,22.12,"Source Verified","B",10331,1,1,"OWN",1,11.1562505210315,1,1
"f","credit_card",11.99,830.24,100000,13.33,"Source Verified","B",17879,6,0,"MORTGAGE",0,11.5129254649702,1,1
"w","credit_card",12.62,335.12,42000,6.86,"Not Verified","C",6251,1,0,"RENT",1,10.6454248972655,0,0
"w","debt_consolidation",6.08,791.92,115000,38.31,"Not Verified","A",29357,2,0,"OWN",0,11.6526874073454,0,1
"w","home_improvement",10.42,962.58,115000,24.56,"Verified","B",9780,0,0,"MORTGAGE",1,11.6526874073454,1,1
"f","home_improvement",12.62,180.97,82000,12.79,"Source Verified","C",8726,7,0,"MORTGAGE",1,11.3144745262464,1,0
"f","credit_card",16.02,458.05,60000,2.1,"Source Verified","C",2227,7,0,"RENT",0,11.0020998412042,1,0
"w","debt_consolidation",25.82,775.69,90000,22.92,"Verified","E",23385,3,2,"MORTGAGE",1,11.4075649493124,1,0
"w","debt_consolidation",10.91,588.54,110000,18.84,"Source Verified","B",21612,2,1,"OWN",1,11.6082356447746,1,1
"w","debt_consolidation",15.05,97.14,15000,8.8,"Source Verified","C",2337,1,2,"RENT",0,9.61580548008435,1,0
"w","debt_consolidation",7.97,250.59,60000,36.52,"Source Verified","A",10322,4,0,"MORTGAGE",1,11.0020998412042,1,1
"w","debt_consolidation",17.09,323.72,74166.53,14.08,"Source Verified","D",30497,0,0,"OWN",0,11.214068249222,1,0
"w","credit_card",6.72,461.24,65000,17.89,"Not Verified","A",12534,1,0,"MORTGAGE",0,11.0821425488778,0,1
"f","debt_consolidation",23.88,774.86,118000,20.39,"Verified","E",9197,7,0,"MORTGAGE",1,11.6784399034478,1,0
"w","credit_card",6.72,147.6,140000,3,"Not Verified","A",2887,0,0,"RENT",0,11.8493977015914,0,1
"w","debt_consolidation",14.08,273.74,42000,9.2,"Source Verified","C",4835,3,0,"OWN",0,10.6454248972655,1,0
"f","credit_card",11.99,179.34,115000,13.76,"Source Verified","B",3539,8,1,"MORTGAGE",0,11.6526874073454,1,1
"w","debt_consolidation",14.08,792.54,92300,9.5,"Verified","C",19882,1,0,"MORTGAGE",1,11.4327994204909,1,0
"w","debt_consolidation",16.02,486.58,55000,7.53,"Verified","C",2680,2,0,"MORTGAGE",1,10.9150884642146,1,0
"w","debt_consolidation",9.93,77.37,20000,22.15,"Not Verified","B",3179,0,0,"RENT",0,9.90348755253613,0,1
"w","debt_consolidation",13.59,679.58,46000,15.86,"Not Verified","C",24169,1,0,"RENT",1,10.7363966754712,0,0
"f","debt_consolidation",15.05,484.8,50000,9.6,"Source Verified","C",2980,1,0,"RENT",1,10.8197782844103,1,0
"w","credit_card",9.44,314.59,126000,4.1,"Not Verified","B",4932,5,0,"MORTGAGE",0,11.7440371859336,0,1
"w","debt_consolidation",16.02,703.34,120000,20.12,"Not Verified","C",14488,4,0,"MORTGAGE",0,11.6952470217642,0,0
"w","major_purchase",9.93,848.51,136000,4.95,"Source Verified","B",730,5,0,"RENT",0,11.8204101647182,1,1
"w","debt_consolidation",9.44,367.02,100000,4.03,"Not Verified","B",5955,2,0,"MORTGAGE",0,11.5129254649702,0,1
"w","major_purchase",12.62,451.19,92300,19.47,"Source Verified","C",2757,8,1,"MORTGAGE",1,11.4327994204909,1,0
"w","major_purchase",25.82,1326.43,66000,8.4,"Verified","E",2603,2,0,"OWN",1,11.0974100210086,1,0
"w","home_improvement",7.97,78.31,80000,19.88,"Not Verified","A",14026,1,0,"MORTGAGE",0,11.289781913656,0,1
"w","debt_consolidation",14.08,282.05,70000,23.3,"Not Verified","C",3234,4,0,"MORTGAGE",0,11.1562505210315,0,0
"w","debt_consolidation",15.05,428.7,85000,18.35,"Verified","C",13054,2,0,"MORTGAGE",0,11.3504065354725,1,0
"f","debt_consolidation",9.44,256.04,90000,12.49,"Verified","B",5186,6,3,"MORTGAGE",0,11.4075649493124,1,1
"w","credit_card",11.99,66.42,176000,11.03,"Source Verified","B",5277,4,0,"MORTGAGE",0,12.0782392740203,1,1
"w","home_improvement",9.93,848.51,150000,0.53,"Verified","B",6033,5,0,"MORTGAGE",1,11.9183905730784,1,1
"w","debt_consolidation",14.08,410.6,45000,11.76,"Verified","C",10078,2,0,"RENT",0,10.7144177687525,1,0
"w","home_improvement",20,635.86,140000,19.06,"Verified","D",4289,0,0,"RENT",0,11.8493977015914,1,0
"w","small_business",14.08,513.25,200000,9.68,"Source Verified","C",36093,4,1,"RENT",0,12.2060726455302,1,0
"w","credit_card",21.45,327.69,85000,3.77,"Not Verified","D",8540,1,0,"RENT",0,11.3504065354725,0,0
"f","credit_card",15.05,277.52,230000,22.79,"Source Verified","C",42920,2,1,"MORTGAGE",0,12.3458345879053,1,0
"w","debt_consolidation",25.82,261.27,60470,11.94,"Source Verified","E",22902,2,0,"MORTGAGE",0,11.0099026532673,1,0
"w","debt_consolidation",6.72,147.6,98000,2.61,"Not Verified","A",3368,3,0,"RENT",0,11.4927227576527,0,1
"w","home_improvement",16.02,316.51,54000,10.33,"Source Verified","C",5402,3,0,"MORTGAGE",1,10.8967393255464,1,0
"w","small_business",12.62,335.12,80000,7.41,"Not Verified","C",9643,4,0,"RENT",1,11.289781913656,0,0
"f","debt_consolidation",9.93,154.73,70000,21.43,"Verified","B",225,0,0,"RENT",0,11.1562505210315,1,1
"w","debt_consolidation",9.93,531.87,63000,14.74,"Not Verified","B",7415,2,0,"MORTGAGE",0,11.0508900053737,0,1
"w","debt_consolidation",15.05,333.43,50000,20.04,"Source Verified","C",8768,5,1,"MORTGAGE",0,10.8197782844103,1,0
"w","debt_consolidation",11.99,298.89,105000,12.32,"Source Verified","B",10331,0,1,"MORTGAGE",0,11.5617156291397,1,1
"w","debt_consolidation",19.03,220.03,69666,7.77,"Not Verified","D",752,4,0,"RENT",1,11.1514676728551,0,0
"w","debt_consolidation",9.93,354.58,75000,1.52,"Verified","B",2903,0,4,"MORTGAGE",1,11.2252433925184,1,1
"w","credit_card",10.42,480.58,100000,35.22,"Source Verified","B",26342,6,0,"RENT",1,11.5129254649702,1,1
"w","debt_consolidation",7.35,682.83,76000,23.69,"Verified","A",44655,1,0,"MORTGAGE",1,11.2384886192685,1,1
"w","debt_consolidation",13.59,424.74,55000,20.39,"Not Verified","C",11809,0,0,"RENT",0,10.9150884642146,0,0
"w","debt_consolidation",21.45,546.15,62000,33.47,"Not Verified","D",38746,0,0,"RENT",1,11.0348896640272,0,0
"f","debt_consolidation",20,74.33,55000,11.17,"Verified","D",1735,5,0,"RENT",0,10.9150884642146,1,0
"f","debt_consolidation",17.09,685.4,69000,11.77,"Verified","D",7511,5,1,"RENT",1,11.1418617835794,1,0
"w","debt_consolidation",16.02,267.62,100000,6.64,"Source Verified","C",8239,9,0,"MORTGAGE",1,11.5129254649702,1,0
"w","credit_card",12.62,676.78,62000,18.23,"Source Verified","C",10373,7,0,"RENT",1,11.0348896640272,1,0
"w","debt_consolidation",14.08,279.72,35000,18.37,"Source Verified","C",50162,1,1,"MORTGAGE",0,10.4631033404715,1,0
"f","home_improvement",30.84,1501.96,101000,17.69,"Source Verified","G",8540,2,0,"OWN",1,11.5228757958234,1,0
"w","credit_card",30.17,772.5,53000,31.36,"Not Verified","F",17327,1,0,"RENT",0,10.8780471925343,0,0
"w","credit_card",14.08,1231.8,96000,27.01,"Not Verified","C",15344,2,0,"RENT",1,11.47210347045,0,0
"f","debt_consolidation",18.06,253.28,24000,23.9,"Source Verified","D",1635,16,0,"OWN",1,10.0858091093301,1,0
"w","credit_card",15.05,476.33,95000,24.65,"Source Verified","C",9590,1,3,"MORTGAGE",1,11.4616321705827,1,0
"w","debt_consolidation",17.09,662.19,42200,12.63,"Verified","D",6682,1,0,"MORTGAGE",0,10.6501755000241,1,0
"w","debt_consolidation",19.03,597.02,86000,30.16,"Verified","D",40998,9,0,"MORTGAGE",0,11.3621025752356,1,0
"w","credit_card",9.44,160.03,32000,17.7,"Source Verified","B",4529,0,0,"MORTGAGE",0,10.3734911817819,1,1
"w","debt_consolidation",10.42,680.64,75550,9.12,"Verified","B",3581,1,0,"MORTGAGE",0,11.2325499677009,1,1
"w","debt_consolidation",20,529.88,100000,10.18,"Source Verified","D",8853,8,0,"MORTGAGE",1,11.5129254649702,1,0
"w","debt_consolidation",23.88,459.18,98000,11.01,"Source Verified","E",107534,3,2,"MORTGAGE",1,11.4927227576527,1,0
"f","home_improvement",9.93,580.22,40000,18.66,"Verified","B",9952,0,0,"MORTGAGE",1,10.5966347330961,1,1
"w","debt_consolidation",23.88,803.56,70200,25.49,"Not Verified","E",7836,8,0,"RENT",1,11.1591035900139,0,0
"w","debt_consolidation",7.21,154.87,30500,24.15,"Source Verified","A",5304,2,0,"MORTGAGE",1,10.3254819625955,1,1
"w","debt_consolidation",7.97,469.84,89000,11.26,"Source Verified","A",14177,11,0,"MORTGAGE",1,11.3963916487143,1,1
"w","debt_consolidation",9.44,460.88,85000,15.76,"Not Verified","B",6008,2,2,"MORTGAGE",1,11.3504065354725,0,1
"w","credit_card",5.32,52.71,158000,11.23,"Not Verified","A",3943,3,0,"RENT",0,11.9703503120091,0,1
"w","debt_consolidation",7.35,279.34,41000,28.45,"Not Verified","A",2985,3,0,"MORTGAGE",0,10.6213273456864,0,1
"w","debt_consolidation",16.02,175.84,55000,35.57,"Source Verified","C",15959,0,0,"RENT",1,10.9150884642146,1,0
"w","debt_consolidation",20,278.73,70000,5.71,"Not Verified","D",11021,0,0,"RENT",0,11.1562505210315,0,0
"w","debt_consolidation",28.72,789.3,40000,20.11,"Verified","F",10833,2,0,"RENT",1,10.5966347330961,1,0
"w","debt_consolidation",20,445.1,45000,13.52,"Not Verified","D",14316,3,0,"MORTGAGE",0,10.7144177687525,0,0
"w","debt_consolidation",14.08,342.17,90000,9.8,"Verified","C",10787,2,1,"MORTGAGE",1,11.4075649493124,1,0
"w","credit_card",9.93,64.47,43000,3.03,"Source Verified","B",1762,1,0,"MORTGAGE",1,10.6689553946757,1,1
"w","debt_consolidation",30.84,1150.5,280000,11.63,"Verified","G",95357,3,0,"RENT",1,12.5425448821514,1,0
"f","debt_consolidation",21.45,576.18,125000,19.46,"Not Verified","D",1287,2,1,"RENT",1,11.7360690162844,0,0
"w","debt_consolidation",10.91,98.09,100000,22.92,"Not Verified","B",6713,3,0,"MORTGAGE",0,11.5129254649702,0,1
"w","debt_consolidation",14.08,684.33,62576,16.78,"Verified","C",9148,0,0,"RENT",1,11.0441370969953,1,0
"f","home_improvement",13.59,679.58,100000,24.96,"Source Verified","C",12529,0,0,"MORTGAGE",1,11.5129254649702,1,0
"w","home_improvement",10.91,326.97,28000,32.22,"Not Verified","B",22065,1,0,"OWN",1,10.2399597891573,0,1
"w","debt_consolidation",15.05,520.35,65000,11.91,"Not Verified","C",14102,0,1,"RENT",0,11.0821425488778,0,0
"w","debt_consolidation",10.91,49.05,30000,6.34,"Not Verified","B",1899,2,0,"RENT",1,10.3089526606443,0,1
"w","debt_consolidation",13.59,475.71,120000,18.92,"Source Verified","C",25659,3,0,"RENT",0,11.6952470217642,1,0
"w","debt_consolidation",16.02,243.29,28000,28.02,"Not Verified","C",16879,1,0,"OWN",1,10.2399597891573,0,0
"w","debt_consolidation",12.62,789.57,100000,7.82,"Verified","C",11855,2,0,"RENT",1,11.5129254649702,1,0
"f","debt_consolidation",9.93,644.69,55000,24.29,"Verified","B",11633,1,1,"RENT",0,10.9150884642146,1,1
"w","debt_consolidation",28.72,473.58,50000,26.92,"Verified","F",3504,5,0,"OWN",0,10.8197782844103,1,0
"w","major_purchase",17.09,1249.42,79000,2.08,"Not Verified","D",5807,3,1,"MORTGAGE",1,11.2772031314492,0,0
"w","credit_card",7.97,219.26,65000,12.32,"Not Verified","A",2175,5,0,"RENT",0,11.0821425488778,0,1
"f","credit_card",11.99,199.26,42000,15.09,"Not Verified","B",2652,6,0,"RENT",0,10.6454248972655,0,1
"w","debt_consolidation",13.59,135.92,25000,6.39,"Source Verified","C",2650,0,0,"RENT",1,10.1266311038503,1,0
"w","debt_consolidation",12.62,254.69,82000,13.2,"Source Verified","C",10814,0,0,"RENT",0,11.3144745262464,1,0
"f","debt_consolidation",9.44,160.03,30000,6.92,"Not Verified","B",3665,2,0,"RENT",1,10.3089526606443,0,1
"w","debt_consolidation",12.62,270.71,60000,6.52,"Verified","C",4822,7,0,"MORTGAGE",0,11.0020998412042,1,0
"w","debt_consolidation",18.06,381.4,36000,20.57,"Not Verified","D",8877,0,0,"MORTGAGE",1,10.4912742174382,0,0
"w","debt_consolidation",9.93,257.88,63000,13.2,"Source Verified","B",21536,2,1,"MORTGAGE",1,11.0508900053737,1,1
"w","debt_consolidation",20,662.35,70000,9.34,"Verified","D",21096,2,0,"RENT",1,11.1562505210315,1,0
"w","debt_consolidation",19.03,519.15,30000,76.64,"Verified","D",19399,1,0,"RENT",1,10.3089526606443,1,0
"w","major_purchase",19.03,363.4,50000,33.03,"Not Verified","D",2075,1,0,"RENT",1,10.8197782844103,0,0
"w","debt_consolidation",10.42,243.49,72000,2.55,"Source Verified","B",3086,1,0,"MORTGAGE",0,11.1844213979982,1,1
"w","major_purchase",13.59,67.96,90000,7.95,"Source Verified","C",5448,4,0,"MORTGAGE",0,11.4075649493124,1,0
"w","home_improvement",26.3,301.19,90000,15.49,"Not Verified","E",13276,2,0,"MORTGAGE",0,11.4075649493124,0,0
"w","debt_consolidation",7.97,420.51,33135,28.98,"Verified","A",1346,2,0,"MORTGAGE",0,10.4083454045223,1,1
"w","home_improvement",15.05,693.8,110000,9.76,"Source Verified","C",23429,1,1,"MORTGAGE",0,11.6082356447746,1,0
"f","debt_consolidation",16.02,158.26,45000,16.69,"Verified","C",6143,7,0,"RENT",1,10.7144177687525,1,0
"f","debt_consolidation",9.93,1266.81,60000,18.51,"Source Verified","B",44461,1,0,"OWN",1,11.0020998412042,1,1
"f","debt_consolidation",19.03,660.09,50000,11.45,"Verified","D",4317,0,0,"RENT",1,10.8197782844103,1,0
"f","credit_card",9.44,64.01,20000,1.69,"Verified","B",854,3,0,"OWN",0,9.90348755253613,1,1
"w","credit_card",19.03,373.79,115000,34.94,"Source Verified","D",62379,5,0,"RENT",0,11.6526874073454,1,0
"f","debt_consolidation",10.91,326.97,36000,18.8,"Source Verified","B",3080,0,1,"RENT",1,10.4912742174382,1,1
"w","debt_consolidation",12.62,563.98,69500,13.31,"Not Verified","C",11737,2,0,"MORTGAGE",1,11.1490820315529,0,0
"w","credit_card",16.02,175.84,24000,5.3,"Source Verified","C",4463,1,0,"RENT",0,10.0858091093301,1,0
"w","debt_consolidation",28.72,1105.01,155000,15.08,"Source Verified","F",43229,3,0,"MORTGAGE",0,11.9511803959014,1,0
"w","debt_consolidation",10.91,326.97,50000,18.72,"Not Verified","B",6511,3,0,"RENT",0,10.8197782844103,0,1
"w","debt_consolidation",10.42,486.98,70000,15.49,"Verified","B",11713,2,0,"MORTGAGE",1,11.1562505210315,1,1
"w","debt_consolidation",18.06,381.4,80000,12.09,"Verified","D",7496,9,4,"MORTGAGE",1,11.289781913656,1,0
"w","debt_consolidation",25.82,895.02,160000,18.51,"Verified","E",53496,5,0,"MORTGAGE",0,11.982929094216,1,0
"f","debt_consolidation",9.93,96.71,80000,1.19,"Not Verified","B",3529,3,0,"RENT",0,11.289781913656,0,1
"w","debt_consolidation",20,222.99,120000,4.74,"Not Verified","D",7130,0,0,"OWN",0,11.6952470217642,0,0
"w","credit_card",13.59,1359.16,140000,17.81,"Verified","C",32192,1,0,"MORTGAGE",0,11.8493977015914,1,0
"w","credit_card",9.93,128.94,80000,5.74,"Not Verified","B",2897,7,2,"MORTGAGE",0,11.289781913656,0,1
"w","major_purchase",7.97,62.65,64000,14.83,"Not Verified","A",945,4,0,"RENT",1,11.0666383623418,0,1
"w","debt_consolidation",15.05,832.56,77000,22.18,"Verified","C",18656,1,0,"MORTGAGE",0,11.2515607008358,1,0
"w","home_improvement",19.03,1283.5,169000,22.23,"Verified","D",9385,3,1,"MORTGAGE",1,12.0376539939052,1,0
"w","credit_card",7.35,310.38,107000,17.78,"Not Verified","A",8047,2,0,"RENT",1,11.580584113444,0,1
"f","credit_card",16.02,486.58,85000,10.56,"Not Verified","C",20873,0,0,"MORTGAGE",1,11.3504065354725,0,0
"f","credit_card",13.59,849.48,155000,33.48,"Source Verified","C",82929,1,0,"OWN",1,11.9511803959014,1,0
"w","home_improvement",7.21,309.74,72000,22.88,"Not Verified","A",5381,3,0,"MORTGAGE",0,11.1844213979982,0,1
"w","credit_card",20,317.93,48000,33.25,"Source Verified","D",39867,2,0,"OWN",0,10.77895628989,1,0
"w","debt_consolidation",23.88,459.18,140000,33.65,"Not Verified","E",88270,3,0,"RENT",1,11.8493977015914,0,0
"w","debt_consolidation",9.44,960.15,55000,38.08,"Source Verified","B",22920,0,3,"MORTGAGE",1,10.9150884642146,1,1
"w","debt_consolidation",15.05,222.02,53000,14.97,"Source Verified","C",1767,2,0,"OWN",1,10.8780471925343,1,0
"f","debt_consolidation",23.88,235.02,30000,20.84,"Verified","E",2351,9,0,"OWN",1,10.3089526606443,1,0
"w","debt_consolidation",9.93,257.88,85000,28.35,"Not Verified","B",30010,0,0,"MORTGAGE",0,11.3504065354725,0,1
"w","debt_consolidation",9.93,318.19,93000,15.17,"Not Verified","B",5469,1,0,"RENT",1,11.4403547721354,0,1
"w","home_improvement",17.09,512.34,97970,28.85,"Not Verified","D",10711,2,0,"MORTGAGE",0,11.4924165883387,0,0
"f","debt_consolidation",20,1300.73,90000,21.88,"Verified","D",24221,4,3,"MORTGAGE",0,11.4075649493124,1,0
"w","debt_consolidation",13.59,713.56,150000,12.53,"Not Verified","C",21755,2,0,"RENT",1,11.9183905730784,0,0
"w","debt_consolidation",10.42,973.95,100000,17.53,"Not Verified","B",13729,3,1,"RENT",1,11.5129254649702,0,1
"w","credit_card",9.93,530.32,23500,0,"Verified","B",0,0,0,"MORTGAGE",0,10.0647557001323,1,1
"w","debt_consolidation",21.45,628.07,62000,17.89,"Verified","D",11711,4,0,"MORTGAGE",1,11.0348896640272,1,0
"w","credit_card",7.07,231.82,38000,13.96,"Not Verified","A",5604,0,0,"RENT",1,10.5453414387085,0,1
"w","debt_consolidation",20,529.88,71000,26.4,"Verified","D",32168,2,0,"MORTGAGE",1,11.1704351560235,1,0
"w","debt_consolidation",16.02,467.12,62000,19.98,"Source Verified","C",9023,0,0,"RENT",1,11.0348896640272,1,0
"f","credit_card",19.03,410.72,95680,12.47,"Source Verified","D",8567,10,1,"OWN",1,11.4687645691845,1,0
"w","debt_consolidation",17.09,1070.93,35000,0,"Verified","D",0,3,0,"RENT",1,10.4631033404715,1,0
"f","debt_consolidation",20,185.82,41600,26.51,"Source Verified","D",14386,1,0,"MORTGAGE",1,10.6358554462494,1,0
"w","debt_consolidation",9.44,624.9,39058,35.46,"Verified","B",12795,0,0,"MORTGAGE",1,10.5728029998427,1,1
