newacct_no,tenure,effc_strt_date,effc_end_date,contract_month,ce_expiry,secured_revenue,bandwidth,term_reas_code,complaint_cnt,with_phone_service,churn
94105855.001.000068161,52,2018-01-24,2020-01-23,24,-1,248,100M,0,0,0,0
95803904.001.000090661,16,2018-08-30,2020-08-29,24,7,210,100M,0,0,0,0
94715521.001.000077547,40,2018-02-22,2020-02-21,24,0,183,100M (FTTO),0,0,0,0
93419604.001.000061195,78,2016-04-30,2020-01-30,45,0,198,30M,0,0,0,0
94056074.001.000067528,60,2015-11-25,2017-11-24,24,-27,756,100M,0,0,0,1
72484892.001.000009601,178,2019-03-23,2021-03-22,24,13,208,30M,0,0,1,0
95834750.001.000090991,3,2018-09-05,2020-04-09,24,7,100,100M,0,0,0,0
75605337.001.000022945,131,2018-09-01,2020-08-31,24,7,242,100M,0,1,0,0
95513214.001.000087224,9,2018-01-23,2020-01-22,24,-2,170,10M,0,0,0,1
93905339.001.000068321,51,2018-07-05,2022-04-02,43,24,202,100M,0,0,1,0
95203865.001.000083636,18,2019-11-10,2021-09-11,24,21,148,100M,0,0,0,0
94387263.001.000072555,37,2019-02-07,2021-06-02,24,12,178,100M (FTTO),0,0,0,0
95426649.001.000086224,21,2017-10-27,2019-10-26,24,-3,178,100M,0,0,0,1
96029541.001.000092579,11,2019-01-05,2021-04-01,24,11,188,1000M (FTTO),0,0,0,0
92345230.001.000057257,86,2015-03-02,2017-01-03,24,-35,138,30M,0,0,1,1
91540328.001.000052839,109,2018-06-29,2020-06-28,24,5,145,100M,0,0,1,0
91733378.001.000054411,101,2019-01-17,2021-01-16,24,11,178,100M,0,0,1,0
90512641.005.000088305,20,2018-04-27,2020-04-26,24,3,1960,500M (FTTO),0,0,1,0
94000692.001.000066801,52,2019-10-02,2021-01-10,24,20,188,10M,0,0,0,0
94466174.001.000092625,4,2019-04-01,2019-09-30,6,-7,306,100M,2,0,0,1
95806733.001.000090691,13,2018-08-31,2020-08-30,24,7,198,100M,0,0,0,0
94034121.001.000067401,74,2016-09-07,2020-06-02,41,0,992,500M (FTTO),0,0,0,0
95315057.002.000088778,6,2018-05-12,2020-11-05,24,3,140,100M,0,0,0,0
91368225.001.000050569,115,2019-08-09,2021-08-08,24,18,218,10M,0,0,1,0
93951507.001.000066186,68,2019-07-27,2021-07-26,24,18,380,100M (FTTO),0,0,1,0
75998799.002.000066539,71,2017-08-29,2019-08-28,24,-5,264,100M,2,0,0,1
72591373.001.000009940,176,2019-02-04,2021-03-02,24,12,198,100M (FTTO),0,0,0,0
94579125.001.000075188,35,2019-09-21,2021-09-20,24,19,242,10M,0,0,0,0
74697418.002.000087243,7,2018-03-17,2020-03-16,24,1,145,100M (FTTO),0,0,1,0
90793209.001.000035546,113,2019-04-23,2021-04-22,24,14,148,100M,0,0,1,0
96304589.001.000094962,4,2019-07-08,2021-07-07,24,17,188,1000M (FTTO),0,0,0,0
95645230.001.000088685,17,2018-05-24,2020-05-23,24,3,138,10M,0,0,0,0
90051244.001.000028301,113,2018-05-01,2020-04-30,24,3,1070,100M,0,0,1,0
95587770.001.000088057,14,2018-03-19,2020-03-18,24,1,90,100M,0,0,0,0
94723210.001.000077653,25,2016-02-26,2018-02-25,24,-24,898,100M,0,0,0,1
94286077.001.000062588,73,2018-09-01,2020-08-31,24,7,335,100M (FTTO),0,0,1,0
94413580.001.000073013,38,2017-04-26,2019-04-25,24,-10,193,100M,0,0,0,1
94207222.001.000069619,39,2018-07-12,2020-11-07,24,5,165,100M (FTTO),0,0,1,0
94238888.001.000087544,6,2018-01-31,2020-01-30,24,0,901,30M,0,0,1,0
72923212.001.000080324,25,2018-09-01,2020-08-31,24,7,926,100M,0,0,1,0
94845286.001.000079529,36,2018-07-08,2020-07-07,24,5,1260,30M,0,0,0,0
94648821.001.000076368,31,2017-11-20,2019-11-19,24,-3,140,100M,0,0,0,1
94292836.001.000070844,40,2014-09-22,2016-09-21,24,-41,138,10M,0,0,1,1
94177540.001.000078482,41,2018-05-03,2020-02-05,24,3,455,100M (FTTO),0,0,0,0
95999363.001.000092297,2,2019-01-18,2021-01-17,24,11,952,100M (FTTO),0,0,0,0
95791174.001.000090542,3,2018-08-20,2020-08-19,24,6,90,100M,0,0,0,0
94157393.001.000068911,53,2018-06-01,2020-05-31,24,4,198,100M,0,0,0,0
93948131.001.000066092,57,2019-07-22,2021-07-21,24,17,228,100M,0,0,0,0
95579017.001.000087954,3,2018-03-14,2020-03-13,24,1,90,100M,0,0,0,0
75439141.001.000079774,33,2019-03-02,2021-01-04,25,14,389,100M,0,0,1,0
94182623.001.000069278,56,2018-04-08,2020-07-04,24,2,163,100M,0,0,1,0
94585049.001.000075276,37,2015-12-02,2018-01-12,36,-14,876,100M (FTTO),1,0,0,1
90269465.003.000081667,27,2017-08-03,2020-02-12,40,10,160,100M (FTTO),0,0,0,0
94238870.001.000070043,53,2018-07-21,2020-07-20,24,5,204,100M,0,0,0,0
94413556.001.000073007,37,2019-03-26,2021-03-25,24,13,204,100M (FTTO),0,0,0,0
95014429.001.000081773,13,2016-12-30,2018-12-29,24,-13,180,100M (FTTO),0,0,0,1
94908944.001.000080425,40,2018-08-31,2020-08-30,24,7,128,100M (FTTO),0,0,0,0
94820644.001.000091174,10,2018-09-20,2020-09-19,24,7,496,300M (FTTO),0,0,0,0
93585628.001.000062204,74,2018-10-30,2020-10-29,24,9,320,100M,0,0,0,0
94409653.001.000072956,56,2019-03-01,2021-02-28,24,13,178,100M (FTTO),0,0,0,0
95910691.001.000091584,6,2018-10-27,2020-10-26,24,9,100,100M (FTTO),0,0,0,0
94454980.001.000074659,35,2017-08-17,2019-08-16,24,-6,228,10M,0,0,0,1
95605762.002.000088267,6,2018-05-28,2020-05-27,24,4,950,1000M (FTTO),0,0,0,0
94844131.002.000092245,13,2018-12-11,2020-10-12,24,10,238,100M,0,0,0,0
95278743.001.000084392,20,2019-02-08,2021-07-02,24,12,2400,100M (FTTO),0,0,0,0
95036281.001.000081962,15,2019-01-25,2020-01-24,12,-1,5363,100M,0,0,0,0
75164368.001.000084263,25,2019-07-10,2021-09-07,24,17,1488,100M,0,0,0,0
93836443.001.000064288,66,2019-04-16,2021-04-15,24,14,218,100M,0,0,1,0
93937266.001.000065908,72,2019-06-10,2021-09-06,24,16,188,10M,0,0,1,0
73087504.001.000011205,177,2019-11-08,2021-07-11,24,21,1002,10M,0,0,1,0
93944437.001.000066042,57,2019-05-02,2021-01-05,24,15,163,10M,0,0,0,0
94686979.002.000080096,31,2019-08-17,2019-10-16,2,-4,878,100M,0,0,0,1
94337466.001.000071794,54,2018-11-25,2020-11-24,24,9,248,100M,0,0,1,0
94623766.001.000076002,35,2019-11-09,2021-08-11,24,21,350,100M (FTTO),0,0,0,0
90940370.001.000038061,115,2019-09-22,2021-09-21,24,19,128,100M,0,0,1,0
90206681.002.000066661,54,2019-07-04,2021-03-09,26,19,246,100M,0,0,1,0
90999814.001.000041861,99,2018-11-15,2020-11-14,24,9,280,30M,0,0,1,0
94762895.001.000078265,17,2018-10-24,2020-10-23,24,8,138,100M,0,0,0,0
94998648.001.000081626,30,2018-12-09,2020-08-12,24,10,310,300M (FTTO),0,0,0,0
93818151.002.000079690,29,2016-07-18,2019-07-17,36,-7,1110,30M,0,0,0,1
90035262.002.000090450,17,2018-08-14,2020-08-13,24,6,203,100M (FTTO),0,0,1,0
94123296.001.000087275,3,2020-02-01,2021-01-31,12,12,664,100M,0,0,0,0
75694380.001.000090657,7,2018-09-03,2020-02-09,24,7,1120,1000M (FTTO),0,0,1,0
93454114.002.000073380,51,2019-05-27,2021-05-26,24,16,250,1000M (FTTO),0,0,0,0
94144631.001.000068700,58,2020-01-01,2021-12-31,24,23,149,100M,0,0,1,0
90490145.001.000030791,116,2017-03-01,2019-02-28,24,-11,253,10M,0,0,1,1
70307160.002.000030773,107,2019-09-21,2021-09-20,24,19,218,100M,0,0,0,0
94799293.001.000078789,24,2018-07-19,2020-07-18,24,5,469,100M,0,0,0,0
74935412.001.000074739,30,2015-11-23,2018-11-22,36,-15,354,100M,0,0,1,1
71461255.003.000031153,110,2018-12-03,2020-02-12,24,10,180,30M,0,0,0,0
91874941.002.000056457,91,2018-06-05,2021-04-02,32,12,286,10M,0,0,1,0
72258809.001.000008469,190,2018-11-01,2020-10-31,24,9,536,100M (FTTO),0,1,0,0
74926916.001.000019350,156,2019-06-01,2021-05-31,24,16,250,10M,0,0,1,0
95294021.001.000084582,13,2017-08-21,2020-08-20,36,-1,178,100M (FTTO),0,0,0,1
94987625.001.000081501,15,2018-11-17,2020-11-16,24,9,140,100M (FTTO),0,0,0,0
92681436.001.000073877,31,2019-07-29,2021-07-28,24,18,178,100M,0,0,1,0
94909017.001.000080428,24,2018-08-31,2020-08-30,24,7,164,100M,0,0,0,0
90777137.001.000035278,105,2019-06-01,2021-05-31,24,16,187,10M,0,0,1,0
95074852.001.000082305,34,2019-03-15,2021-03-14,24,13,150,100M,0,0,0,0
96370978.001.000095727,2,2019-08-22,2021-08-21,24,18,140,100M (FTTO),0,0,0,0
75656736.001.000023249,144,2017-07-08,2019-07-07,24,-7,731,100M,1,0,0,1
73303950.001.000011886,161,2019-11-22,2021-11-21,24,21,227,50M,0,1,0,0
94711918.001.000077468,37,2018-02-23,2020-02-22,24,0,140,100M,0,0,0,0
72286537.001.000008648,174,2019-10-01,2021-09-30,24,20,340,100M,0,0,1,0
92491802.001.000077723,25,2018-03-29,2020-03-28,24,2,1732,100M,0,0,1,0
95790069.001.000090524,14,2018-08-13,2020-12-08,24,6,198,100M (FTTO),0,0,0,0
95556296.001.000087704,17,2019-08-30,2021-08-29,24,19,198,100M (FTTO),0,0,0,0
76306828.001.000059142,86,2018-07-13,2021-12-11,40,21,336,100M,0,0,1,0
95760344.001.000090208,4,2018-07-24,2020-07-23,24,5,178,100M,0,0,0,0
95890232.001.000091959,9,2018-11-21,2020-11-20,24,9,336,100M,0,0,0,0
94588688.001.000075335,27,2018-10-29,2020-10-28,24,9,119,100M (FTTO),0,0,0,0
95412177.001.000086003,24,2019-10-27,2021-10-26,24,21,625,100M,0,0,0,0
73771479.001.000081828,25,2019-01-10,2021-09-01,24,11,3011,100M,0,0,1,0
94806049.001.000078860,34,2018-05-28,2020-05-27,24,4,408,100M,0,0,0,0
92764000.001.000073293,48,2019-05-07,2021-06-05,24,15,744,100M,0,0,1,0
92386036.001.000057451,90,2018-12-04,2020-03-12,24,10,198,100M,0,0,1,0
90596149.001.000032201,110,2018-09-14,2021-04-13,31,14,271,30M,0,0,0,0
95478772.001.000086923,21,2019-12-18,2021-12-17,24,22,90,100M,0,0,0,0
95278743.001.000094001,1,2019-05-31,2021-05-30,24,16,13300,1000M (FTTO),0,0,0,0
91696633.002.000080870,26,2018-07-11,2020-10-11,28,9,90,100M,0,0,1,0
94682069.001.000076926,34,2018-03-03,2020-02-03,24,1,163,10M,0,0,0,0
96249818.001.000094304,4,2019-06-26,2021-06-25,24,16,90,100M,0,0,0,0
92226802.001.000080089,32,2019-01-26,2021-01-25,24,11,93,100M,0,0,1,0
71943229.001.000007093,174,2019-11-01,2021-10-31,24,21,252,10M,0,0,1,0
95012928.001.000081753,16,2016-12-19,2018-12-18,24,-14,222,100M,0,0,0,1
95596524.001.000088167,13,2018-03-26,2020-03-25,24,-7,90,100M,0,0,0,1
93778587.001.000063883,75,2018-12-19,2020-12-18,24,10,299,100M (FTTO),0,0,1,0
91096792.001.000090384,11,2018-10-26,2020-10-25,24,8,2956,100M,0,0,1,0
74559261.001.000017509,145,2018-04-18,2020-04-17,24,2,178,100M,0,0,1,0
93604460.001.000062173,66,2016-10-30,2018-10-29,24,-15,160,30M,0,0,1,1
95543286.001.000087552,15,2018-02-02,2020-01-02,24,0,169,100M,0,0,0,0
93926657.001.000065755,66,2015-07-08,2017-07-07,24,-31,163,10M,0,0,1,1
95773727.001.000090353,10,2018-08-09,2020-08-08,24,6,308,1000M (FTTO),0,0,0,0
75890194.001.000024503,135,2018-09-03,2020-02-09,24,7,1015,10M,0,0,1,0
95960290.001.000092027,13,2018-11-29,2020-11-28,24,10,90,100M,0,0,0,0
95092631.001.000082467,14,2017-02-16,2019-02-15,24,-16,140,100M,0,0,0,1
94598075.001.000075482,33,2019-09-20,2021-09-19,24,19,319,100M,0,0,0,0
74950478.002.000055103,93,2020-01-15,2022-01-14,24,23,198,100M,0,0,1,0
76862234.001.000026501,136,2020-01-01,2021-12-31,24,23,243,10M,0,0,1,0
71662274.001.000005753,192,2018-06-01,2020-05-31,24,4,198,100M,0,1,1,0
94074788.001.000067816,63,2018-06-15,2020-06-14,24,4,145,100M,0,0,1,0
94506185.001.000074234,40,2019-09-30,2021-09-29,24,20,140,100M,0,0,0,0
75473769.002.000079026,37,2020-02-01,2022-01-31,24,24,140,100M,0,0,1,0
94779311.001.000078498,27,2018-05-30,2020-05-29,24,4,200,100M,0,0,0,0
75930214.001.000059293,90,2018-03-21,2020-03-20,24,1,428,100M (FTTO),0,0,0,0
74523572.001.000017341,156,2018-06-28,2020-06-27,24,5,138,100M,0,0,1,0
94278173.001.000087986,18,2018-03-19,2020-03-18,24,1,198,100M,0,0,1,0
77751212.002.000037944,110,2019-05-07,2021-06-05,24,15,220,100M,0,0,1,0
95862785.001.000091197,1,2018-09-20,2020-09-19,24,-5,0,100M (FTTO),0,0,0,1
70156476.001.000000134,215,2019-09-24,2021-09-23,24,19,253,100M,0,0,1,0
95075669.001.000082309,26,2019-02-06,2021-05-02,24,12,90,100M (FTTO),0,0,0,0
73842221.001.000014305,169,2019-06-01,2021-05-31,24,16,178,100M,0,0,1,0
96196340.001.000093855,1,2019-05-02,2021-01-05,24,15,0,100M (FTTO),0,0,0,0
91103408.001.000044619,99,2016-09-22,2018-09-21,24,-17,138,10M,0,1,1,1
92956994.002.000085493,8,2019-10-01,2021-09-30,24,20,190,100M,0,0,1,0
92696533.002.000066757,54,2018-10-01,2019-02-28,5,-11,418,100M,0,0,1,1
79008934.001.000028032,120,2014-08-25,2016-08-23,24,-42,288,100M (FTTO),0,0,0,1
95415964.001.000086060,20,2019-05-22,2021-05-21,24,15,172,100M (FTTO),0,0,0,0
95833679.001.000090970,1,2018-09-11,2020-10-09,24,7,0,100M (FTTO),0,0,0,0
93938173.001.000065939,68,2019-07-01,2021-06-30,24,17,140,30M,0,0,0,0
95605796.001.000088260,7,2018-04-06,2020-05-04,24,-11,140,100M,0,0,0,1
95047502.001.000082030,14,2017-01-07,2019-06-01,24,-13,248,100M (FTTO),0,0,0,1
75191254.001.000020778,141,2018-11-18,2020-11-17,24,9,140,100M,0,0,1,0
96304514.001.000094927,6,2019-07-02,2021-01-07,24,17,188,1000M (FTTO),0,0,0,0
92092006.001.000056262,90,2018-07-19,2019-07-18,12,-7,669,100M,0,0,1,1
93633089.002.000065284,70,2020-01-20,2022-01-19,24,23,242,10M,0,0,1,0
90618042.001.000032414,109,2019-04-16,2021-04-15,24,14,181,10M,0,0,1,0
94414018.001.000073029,43,2015-03-30,2017-03-29,24,-34,198,100M,0,0,0,1
95250866.001.000084114,24,2017-06-15,2019-06-14,24,-8,140,100M,0,0,0,1
94552288.001.000074842,44,2019-08-21,2021-08-20,24,18,210,100M,0,0,0,0
95115523.001.000082691,18,2017-03-04,2019-03-03,24,-11,164,100M,0,0,0,1
93899490.002.000071864,43,2016-11-30,2018-11-29,24,-14,248,30M,0,0,1,1
75031781.001.000019899,141,2017-11-24,2019-11-23,24,-3,300,100M,0,0,1,1
94908761.001.000080414,40,2018-09-05,2020-04-09,24,7,90,100M,0,0,0,0
94321791.001.000071406,48,2019-02-01,2021-01-31,24,12,354,100M (FTTO),0,0,0,0
94659794.001.000076538,28,2015-12-09,2017-08-12,24,-26,230,10M,0,0,0,1
93723708.001.000092226,8,2018-12-27,2020-12-26,24,11,311,10M,0,0,0,0
95681508.001.000089319,6,2018-06-08,2019-07-06,12,-8,177,10M,0,0,0,1
95492534.001.000087069,12,2019-12-27,2021-12-26,24,23,140,100M,0,0,0,0
94720042.002.000079898,21,2016-07-25,2018-07-24,24,-19,160,100M (FTTO),0,0,0,1
91920256.002.000081820,30,2019-05-20,2021-05-19,24,15,160,100M (FTTO),0,0,1,0
76931021.004.000068885,65,2018-02-01,2020-05-31,28,4,248,30M,0,0,1,0
96066824.001.000092835,4,2019-01-21,2021-01-20,24,11,138,100M,0,0,0,0
74733452.001.000018511,156,2018-02-23,2021-05-22,39,15,198,100M,0,0,1,0
94224318.001.000072546,36,2019-04-01,2021-03-31,24,14,320,100M,0,0,1,0
92018423.001.000055888,105,2018-06-01,2020-05-31,24,4,128,30M,0,0,0,0
91198408.001.000067548,51,2017-11-26,2019-11-25,24,-3,448,100M,0,0,0,1
93925527.001.000065734,73,2019-10-14,2022-02-13,28,24,169,10M,0,0,1,0
91612036.001.000053595,102,2016-03-26,2018-03-25,24,-23,163,10M,0,0,0,1
94079977.001.000067888,66,2018-03-20,2020-03-19,24,1,168,100M,0,0,0,0
74585845.001.000069493,46,2016-05-30,2018-05-29,24,-20,1210,100M,0,0,1,1
92334481.001.000057224,83,2015-07-12,2017-11-07,24,-31,178,30M,0,0,1,1
92904192.001.000080032,24,2016-10-20,2018-10-19,24,-16,568,30M,0,0,1,1
70843727.001.000002829,197,2018-03-26,2020-03-25,24,1,628,BELOW 10M,0,0,0,0
74566852.001.000017562,154,2018-01-31,2020-01-30,24,0,160,30M,0,0,1,0
92300326.001.000057106,97,2019-01-31,2020-01-30,12,0,225,100M,0,0,1,0
95203907.001.000084753,25,2017-08-08,2019-07-08,24,-6,2242,100M,2,0,0,1
92671403.001.000058579,82,2019-06-01,2020-05-31,12,4,2680,100M (FTTO),0,0,0,0
94945581.001.000080943,21,2016-10-11,2018-10-10,24,-16,90,100M,0,0,0,1
73142960.001.000011369,177,2019-09-02,2021-01-09,24,19,150,100M,0,0,1,0
71276299.001.000004464,198,2018-04-13,2021-12-04,36,14,163,100M,0,0,0,0
93344844.001.000060864,72,2016-05-03,2018-02-05,24,-21,163,10M,0,0,0,1
91923771.002.000063631,61,2017-02-01,2019-01-31,24,-12,376,30M,0,1,1,1
94926482.001.000080670,24,2018-09-20,2020-09-19,24,7,422,100M (FTTO),0,1,0,0
92861681.001.000059224,81,2018-07-10,2021-09-06,35,16,738,100M,0,0,1,0
94857885.001.000079691,28,2018-07-19,2020-07-18,24,5,320,100M (FTTO),0,0,0,0
94855467.001.000079629,24,2019-08-02,2021-01-08,24,18,3600,500M (FTTO),0,0,0,0
94579786.002.000076649,27,2018-01-04,2020-03-01,24,-1,360,100M (FTTO),0,0,0,0
92392364.001.000057496,95,2017-05-11,2019-10-05,24,-9,180,10M,0,0,0,1
91583922.001.000066367,59,2019-08-15,2021-08-14,24,18,165,100M,0,0,1,0
73546145.001.000063789,69,2019-04-16,2021-04-15,24,14,1098,100M (FTTO),0,0,1,0
74048166.002.000063859,65,2014-12-29,2017-01-28,25,-36,458,100M,0,0,1,1
94950243.001.000081044,24,2016-10-13,2019-12-10,36,-4,250,30M,0,0,0,1
94961968.001.000081204,37,2018-11-04,2020-03-11,24,9,140,100M (FTTO),0,0,0,0
94338076.001.000072198,59,2015-02-10,2018-09-02,36,-24,0,1000M (FTTO),0,0,0,0
95137220.001.000082951,12,2017-03-23,2019-03-22,24,-11,90,100M,0,0,0,1
76066943.002.000091091,8,2018-10-03,2021-02-10,36,20,120,100M,0,0,1,0
94889771.001.000090206,12,2018-08-02,2020-01-08,24,6,288,100M,0,0,0,0
94960416.001.000081171,22,2018-10-20,2020-10-19,24,8,160,100M,0,0,0,0
95486577.002.000091647,8,2018-11-05,2020-04-11,24,9,138,100M,0,0,0,0
73319030.001.000011918,158,2019-09-06,2021-05-09,24,19,200,100M (FTTO),0,0,1,0
92201672.001.000056671,99,2019-03-09,2021-08-03,24,13,518,1000M (FTTO),0,0,0,0
94840378.001.000079443,27,2018-07-06,2020-05-07,24,5,160,100M,0,0,0,0
94084423.001.000067964,51,2019-12-11,2021-10-12,24,22,198,100M,0,0,1,0
90293036.009.000070618,52,2018-09-18,2020-09-17,24,7,163,10M,0,0,1,0
90691213.001.000033344,117,2019-06-17,2021-06-16,24,16,224,100M,0,0,0,0
91840629.001.000090894,15,2018-09-04,2020-03-09,24,7,704,100M,0,0,1,0
95312096.001.000084765,25,2017-09-28,2020-03-29,30,2,1332,1000M (FTTO),0,0,0,0
94266913.004.000092332,4,2018-12-19,2020-12-18,24,10,180,10M,0,0,1,0
94856655.001.000079662,34,2016-07-18,2018-07-17,24,-19,306,100M,0,0,0,1
94885571.001.000080108,35,2016-08-11,2018-10-08,24,-18,160,100M,0,0,0,1
93183606.001.000060215,76,2019-09-30,2021-12-30,27,23,238,10M,0,0,1,0
90968892.001.000039914,113,2018-11-06,2020-05-11,24,9,250,30M,0,0,1,0
95260576.001.000084218,22,2019-07-14,2021-07-13,24,17,90,100M (FTTO),0,0,0,0
72912611.001.000081433,16,2016-11-24,2018-11-23,24,-15,298,100M,0,0,0,1
73774010.001.000013971,156,2017-05-04,2019-03-05,24,-9,214,100M,0,0,0,1
95279899.001.000084401,7,2017-09-02,2020-01-09,36,7,330,10M,0,0,0,0
95549622.001.000087616,15,2018-02-21,2020-02-20,24,0,288,300M (FTTO),0,0,0,0
95590063.001.000088100,7,2018-05-16,2020-05-15,24,3,138,100M,0,0,0,0
93441608.002.000074351,49,2019-07-27,2021-07-26,24,18,354,100M,0,0,1,0
77717213.001.000027303,115,2016-08-01,2018-07-31,24,-18,337,10M,0,1,1,1
95867982.001.000091263,1,2018-12-13,2020-12-12,24,10,0,100M,0,0,0,0
93914588.001.000065523,53,2019-12-24,2020-12-23,12,10,198,100M,0,0,1,0
75144956.001.000079922,15,2018-10-19,2020-10-18,24,8,170,100M,0,0,1,0
94606738.001.000075611,34,2015-10-10,2017-09-10,24,-40,248,100M,0,0,0,1
76204668.001.000025658,124,2018-12-17,2021-10-16,34,20,163,10M,0,0,1,0
91338251.001.000049975,110,2018-10-06,2020-05-10,24,8,158,30M,0,0,0,0
95419446.001.000086118,9,2019-11-03,2021-02-11,24,21,90,100M,0,0,0,0
95058574.001.000082162,15,2019-01-17,2021-01-16,24,11,140,100M,0,0,0,0
93671600.001.000062547,85,2019-08-01,2020-07-31,12,6,472,100M,0,0,0,0
91151803.001.000045192,100,2017-12-01,2019-11-30,24,-2,208,10M,0,1,0,1
93597953.001.000062138,73,2018-07-16,2020-07-15,24,5,162,10M,0,0,1,0
94605714.001.000075596,33,2017-10-01,2019-09-30,24,-4,126,100M,0,0,0,1
94125028.001.000068389,63,2018-03-21,2020-03-20,24,1,319,100M,0,0,1,0
91855874.001.000054963,109,2018-12-02,2020-01-12,24,10,178,100M,0,0,0,0
94512134.001.000079663,26,2018-07-25,2020-07-24,24,5,952,100M,0,0,0,0
90556770.001.000031857,119,2019-01-04,2021-03-01,24,11,202,100M,0,0,1,0
96212956.001.000094050,6,2019-05-29,2022-05-28,36,28,520,300M (FTTO),0,0,0,0
90972142.001.000040922,105,2019-05-01,2021-04-30,24,15,303,100M,0,0,1,0
95692414.001.000089426,7,2019-10-02,2022-01-07,33,29,118,100M (FTTO),0,0,0,0
94158409.001.000068939,59,2018-04-23,2020-04-22,24,2,178,100M,0,0,0,0
94393014.001.000072692,56,2019-03-26,2021-03-25,24,13,160,100M,0,0,0,0
95395851.001.000085848,11,2017-10-17,2018-10-16,12,-16,2080,300M (FTTO),0,0,0,1
94532249.001.000074535,41,2018-05-05,2020-04-05,24,3,224,100M (FTTO),0,0,0,0
94021375.001.000067067,72,2019-08-11,2021-10-08,24,18,290,30M,0,0,0,0
78456019.002.000090233,10,2018-08-24,2020-08-23,24,6,1810,100M,0,0,1,0
94823390.001.000083498,19,2017-04-29,2019-04-28,24,-9,344,100M,0,0,0,1
95970729.001.000092169,2,2018-12-19,2020-12-18,24,10,120,100M,0,0,0,0
95271367.001.000084310,8,2018-06-16,2021-08-15,38,18,128,10M,0,0,0,0
94644150.001.000076280,47,2019-12-05,2021-04-12,24,22,470,100M,0,0,0,0
93789642.001.000063681,77,2018-12-23,2020-12-22,24,10,418,100M,0,0,0,0
90507880.001.000030938,115,2017-01-05,2019-04-01,24,-13,230,30M,0,0,0,1
90656927.001.000032923,114,2018-06-21,2020-06-20,24,4,461,100M,0,0,1,0
95050647.001.000082072,32,2019-01-11,2021-10-01,24,11,90,100M,0,0,0,0
95981395.003.000093749,6,2019-05-14,2021-05-13,24,15,228,1000M (FTTO),0,0,0,0
78987872.001.000027962,116,2018-07-30,2020-07-29,24,6,138,10M,0,0,1,0
94300258.001.000079422,40,2019-10-01,2022-05-31,32,28,373,100M,0,0,1,0
74560822.002.000045097,112,2019-12-28,2021-12-27,24,23,130,10M,0,0,1,0
73149684.001.000011396,166,2020-02-01,2022-01-31,24,24,178,100M,0,0,1,0
75845354.001.000024329,134,2017-08-12,2020-11-10,38,8,198,30M,0,0,1,0
94786779.001.000078617,28,2018-06-01,2020-05-31,24,4,298,100M,0,0,0,0
94762374.001.000078249,32,2018-04-14,2020-04-13,24,2,408,500M (FTTO),0,0,0,0
91718585.001.000062421,79,2018-10-24,2020-10-23,24,8,694,100M,0,0,1,0
95306809.001.000085213,20,2019-08-16,2021-08-15,24,18,328,100M (FTTO),0,0,0,0
96327218.001.000095190,3,2019-07-25,2021-07-24,24,17,963,1000M (FTTO),0,0,0,0
73448334.001.000012481,165,2017-03-17,2019-03-16,24,-11,190,30M,0,1,0,1
90713009.001.000033531,119,2019-07-31,2021-07-30,24,18,178,100M,0,0,1,0
93654341.001.000062452,80,2019-07-20,2021-07-19,24,17,178,30M,0,0,0,0
95340907.001.000085346,7,2017-09-04,2019-03-09,24,-5,250,100M,0,0,0,1
94322575.001.000091500,11,2018-11-07,2020-06-11,24,9,354,100M (FTTO),0,0,0,0
94060407.001.000086527,11,2019-12-01,2021-11-30,24,22,926,100M,0,0,1,0
95819116.001.000090828,0,2018-09-17,2020-09-16,24,7,0,100M,0,0,0,0
92779230.001.000061814,71,2018-10-01,2020-09-30,24,8,203,30M,0,0,1,0
75213017.001.000020863,149,2018-10-31,2020-10-30,24,9,178,100M,0,0,1,0
75774448.001.000043322,111,2019-08-22,2021-10-21,26,20,484,10M,0,0,0,0
93854172.001.000064595,69,2019-04-12,2021-11-04,24,14,250,100M,0,0,1,0
92018530.001.000055891,88,2018-11-08,2020-07-11,24,9,163,100M (FTTO),0,0,0,0
94932159.001.000080740,36,2018-09-22,2020-09-21,24,7,118,100M,0,0,0,0
94054020.001.000067480,64,2017-10-31,2019-10-30,24,-3,140,100M,0,0,0,1
90330994.001.000029876,112,2019-06-29,2021-06-28,24,17,172,100M,0,0,1,0
94349909.001.000091266,3,2018-12-17,2020-12-16,24,10,276,100M,0,0,1,0
95855284.001.000091138,12,2018-09-21,2020-09-20,24,7,188,100M (FTTO),0,0,0,0
96317730.001.000095062,1,2019-07-10,2021-09-07,24,17,0,100M,0,0,0,0
95981379.001.000092179,2,2018-12-07,2020-06-12,24,10,90,100M (FTTO),0,0,0,0
74913955.001.000019300,139,2018-08-03,2021-02-08,36,18,178,100M,0,0,0,0
94634193.001.000076104,39,2019-11-25,2021-11-24,24,21,140,100M (FTTO),0,0,0,0
95152757.001.000083127,24,2019-04-10,2020-09-04,12,2,240,300M (FTTO),0,1,0,0
96208194.001.000093977,6,2019-04-26,2021-04-25,24,14,228,1000M (FTTO),0,0,0,0
93952125.001.000066192,56,2019-06-01,2021-05-31,24,16,160,30M,0,0,1,0
